status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,pd_estimate,LGD,EAD,stage,ecl
2,36,3,0,8086,2,5,2,3,1,4,3,42,2,2,4,4,2,2,2,0,0.8324298527974269,0.525,8086,Stage 3,4245.150000000001
4,48,4,0,10127,3,3,2,3,1,2,4,44,3,3,1,3,2,1,2,0,0.4998572174260343,0.38999999999999996,10127,Stage 3,3949.5299999999997
2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,1,1,2,0,0.6400007471858189,0.5700000000000001,888,Stage 3,506.1600000000001
4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,1,1,2,0,0.39636887442593194,0.5700000000000001,719,Stage 3,409.83000000000004
2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,2,2,2,0,0.7049205694924062,0.3,12389,Stage 3,3716.7
1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,2,1,2,0,0.3174534369449482,0.75,709,Stage 3,531.75
2,15,1,0,6850,2,1,1,3,1,2,2,34,2,2,1,4,1,2,2,0,0.8167824691671849,0.615,6850,Stage 3,4212.75
4,10,2,2,2210,1,3,2,3,1,2,1,25,3,1,1,2,2,1,2,0,0.2604979370499586,0.75,2210,Stage 3,1657.5
4,30,1,1,7485,5,1,4,2,1,1,1,53,1,2,1,4,2,2,2,0,0.3557847425558647,0.57,7485,Stage 3,4266.45
1,18,1,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,1,1,2,0,0.9458266013743669,0.48,1442,Stage 3,692.16
4,12,4,3,797,5,5,4,2,1,3,2,33,3,2,1,2,1,1,2,0,0.05669129331082112,0.48,797,Stage 3,382.56
2,45,4,3,4746,1,2,4,3,1,2,2,24,1,2,2,2,2,1,2,0,0.7556213998116003,0.66,4746,Stage 3,3132.36
3,12,4,0,939,3,4,4,4,1,2,1,28,3,2,3,3,2,2,2,0,0.26692753138302505,0.66,939,Stage 3,619.74
2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,1,1,2,0,0.4454634560865558,0.66,1188,Stage 3,784.08
4,48,4,1,11590,2,3,2,2,1,4,3,24,3,1,2,2,2,1,2,0,0.4517055732463485,0.525,11590,Stage 3,6084.75
3,12,1,9,609,1,2,4,2,1,1,1,26,1,2,1,1,2,1,2,0,0.5306388430199978,0.75,609,Stage 3,456.75
1,18,4,5,1190,1,1,2,2,1,4,4,55,3,3,3,1,1,1,2,0,0.5707796130219613,0.48,1190,Stage 3,571.1999999999999
2,21,2,9,2767,2,5,4,1,1,2,3,61,3,1,2,2,2,1,2,0,0.8183683273348757,0.525,2767,Stage 3,1452.675
2,30,2,2,3441,2,3,2,2,2,4,3,21,1,1,1,3,2,1,2,0,0.8784947283661356,0.525,3441,Stage 3,1806.525
2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,2,1,2,0,0.9392037370477769,0.525,4280,Stage 3,2247.0
2,24,2,3,3092,2,2,3,4,1,2,3,22,3,1,1,3,2,2,2,0,0.7051021279534833,0.525,3092,Stage 3,1623.3000000000002
4,18,2,0,6761,5,3,2,3,1,4,3,68,2,1,2,3,2,1,2,0,0.38267156403849767,0.38999999999999996,6761,Stage 3,2636.7899999999995
2,12,2,3,1331,1,2,2,3,1,1,3,22,3,2,1,3,2,1,2,0,0.40495954738355333,0.5700000000000001,1331,Stage 3,758.6700000000001
2,54,0,9,15945,1,2,3,3,1,4,4,58,3,1,1,3,2,2,2,0,0.9721838160625346,0.48,15945,Stage 3,7653.599999999999
1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,2,2,2,0,0.8342496251722958,0.75,3234,Stage 3,2425.5
2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,1,1,2,0,0.37904295304767177,0.5700000000000001,802,Stage 3,457.14000000000004
2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,2,2,2,0,0.878586524572625,0.5700000000000001,9960,Stage 3,5677.200000000001
4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,2,2,2,0,0.5445613962046096,0.5700000000000001,8648,Stage 3,4929.360000000001
1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,2,1,2,0,0.6176359963372671,0.75,1345,Stage 3,1008.75
1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,2,2,2,0,0.7671377051195352,0.48,1845,Stage 3,885.6
1,21,1,0,1647,5,3,4,3,1,2,2,40,1,2,2,2,1,1,2,0,0.8463483702359982,0.48,1647,Stage 3,790.56
4,48,2,9,4844,1,1,3,3,1,2,3,33,3,1,1,4,2,2,2,0,0.732641270657072,0.5700000000000001,4844,Stage 3,2761.0800000000004
2,27,0,9,8318,1,5,2,2,1,4,4,42,2,3,2,4,2,2,2,0,0.9169153338410138,0.48,8318,Stage 3,3992.64
3,18,2,3,2100,1,3,4,3,2,2,1,37,3,2,1,3,2,1,2,0,0.3208966959845433,0.75,2100,Stage 3,1575.0
1,45,0,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,2,1,2,0,0.9675068034467122,0.5700000000000001,11816,Stage 3,6735.120000000001
1,6,2,6,448,1,2,4,2,1,4,2,23,3,2,1,3,2,1,2,0,0.7651417577363195,0.66,448,Stage 3,295.68
1,30,2,5,11998,1,2,1,1,1,1,4,34,1,2,1,2,2,2,2,0,0.9429753317083387,0.48,11998,Stage 3,5759.04
2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,2,2,1,0,0.8602044687506973,0.66,18424,Stage 3,12159.84
1,6,2,0,14896,1,5,1,3,1,4,4,68,1,2,1,4,2,2,2,0,0.7980604013112828,0.48,14896,Stage 3,7150.08
2,12,2,2,2762,5,5,1,2,1,2,2,25,3,2,1,3,2,2,2,0,0.16735955012087866,0.48,2762,Stage 3,1325.76
1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,2,2,2,0,0.2744779961669386,0.48,3386,Stage 3,1625.28
2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,2,2,2,0,0.46391304422449053,0.66,2039,Stage 3,1345.74
4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,2,2,2,0,0.3687663144375457,0.5700000000000001,2169,Stage 3,1236.3300000000002
2,48,4,2,5096,1,3,2,2,1,3,3,30,3,2,1,4,2,2,2,0,0.66771066061723,0.5700000000000001,5096,Stage 3,2904.7200000000003
1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,2,1,2,0,0.8989710714750481,0.5700000000000001,1882,Stage 3,1072.74
1,48,2,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,2,2,2,0,0.6293628937212764,0.75,6999,Stage 3,5249.25
4,12,4,9,2292,1,1,4,3,1,2,3,42,2,2,2,4,2,2,2,0,0.348771199937844,0.5700000000000001,2292,Stage 3,1306.44
1,14,2,0,8978,1,5,1,1,1,4,2,45,3,2,1,4,2,2,1,0,0.4621253485802861,0.66,8978,Stage 3,5925.4800000000005
1,12,2,3,674,2,4,4,4,1,1,2,20,3,2,1,3,2,1,2,0,0.5702555733961068,0.615,674,Stage 3,414.51
1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,2,1,2,0,0.7701569796195633,0.5700000000000001,976,Stage 3,556.32
2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,2,2,2,0,0.814731200048791,0.66,2718,Stage 3,1793.88
1,18,2,6,750,1,1,4,2,1,1,1,27,3,2,1,1,2,1,2,0,0.7355116881529415,0.75,750,Stage 3,562.5
2,24,2,1,12579,1,5,4,2,1,2,4,44,3,3,1,4,2,2,2,0,0.6501785997769043,0.48,12579,Stage 3,6037.92
1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,1,2,2,0,0.09162646011785447,0.48,7511,Stage 3,3605.2799999999997
1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,2,2,2,0,0.8032811724092102,0.75,3966,Stage 3,2974.5
1,12,0,3,6199,1,3,4,3,1,2,2,28,3,1,2,3,2,2,2,0,0.8988882065987791,0.66,6199,Stage 3,4091.34
1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,1,1,2,0,0.6247044340284241,0.75,1987,Stage 3,1490.25
1,24,2,0,2303,1,5,4,3,2,1,1,45,3,2,1,3,2,1,2,0,0.798587573497927,0.75,2303,Stage 3,1727.25
4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,2,2,2,0,0.3009633690742055,0.3,12680,Stage 3,3804.0
2,12,2,3,6468,5,1,2,3,1,1,4,52,3,2,1,4,2,2,2,0,0.2891581059699744,0.3,6468,Stage 3,1940.3999999999999
1,30,2,2,6350,5,5,4,3,1,4,2,31,3,2,1,3,2,1,2,0,0.46441969715312426,0.48,6350,Stage 3,3048.0
